Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent),Linear Grade (percent)
37.83229919557009,-107.67148783411342,2328,7639,1.446848820249778,2963,9721,10,209,Forest,31,3.73
37.83256092633141,-107.67158746316568,2359,7739,1.4657533802422709,2964,9724,13,220,Forest,29,0.46
37.8328110692964,-107.67172025910206,2389,7838,1.4845153127802895,2964,9724,24,245,Forest,25,2.04
37.83307916410042,-107.67177806928686,2419,7938,1.5033266026597971,2965,9728,6,222,Forest,27,0.46
37.83333963642186,-107.67188121555812,2450,8037,1.5222042644631129,2965,9728,6,285,Forest,30,-2.02
37.83357291514235,-107.6720525684475,2480,8136,1.54085908093008,2964,9724,9,260,Forest,33,-4.79
37.83378681718864,-107.67226821406346,2510,8236,1.5597720888353912,2962,9718,16,239,Forest,35,-7.04
37.83391996218445,-107.67256646192043,2540,8334,1.5784882339017736,2961,9715,19,213,Grassland,0,-3.82
37.83396794553367,-107.67290611192735,2571,8434,1.5973379443138667,2960,9711,22,191,Grassland,0,0.55
37.83396502003071,-107.67325220878702,2601,8534,1.616246418841379,2961,9715,11,162,Grassland,0,2.35
37.834029480961036,-107.67358842684739,2632,8634,1.6351475662215387,2960,9711,15,236,Grassland,0,-1.82
37.83404809519329,-107.6739313940814,2662,8733,1.6539281550870704,2959,9708,8,275,Grassland,0,-7.77
37.83409935677482,-107.67426996809174,2692,8832,1.6727613454040435,2957,9701,22,226,Forest,0,-5.9
37.8341709301246,-107.67460336735178,2722,8932,1.691635881630415,2957,9701,17,200,Forest,0,-0.47
37.834240163107616,-107.67493754437797,2753,9032,1.710509682737553,2956,9698,5,231,Forest,31,0.82
37.834302866241785,-107.67527233120896,2783,9131,1.7293063639241042,2956,9698,6,176,Forest,33,-1.99
37.83436414352766,-107.67560863892379,2813,9230,1.7481614680742965,2956,9698,19,197,Forest,43,1.82
37.83444139070103,-107.6759407473982,2844,9330,1.7670750081155229,2957,9701,7,153,Forest,0,4.16
37.83452176948093,-107.67627048376738,2874,9430,1.7859270002578236,2958,9705,7,137,Forest,32,4.33
37.83465822535394,-107.67657027285028,2905,9530,1.8048296545753209,2958,9705,9,158,Forest,32,-1.26
37.834799487641,-107.67686709900579,2935,9629,1.823761645547969,2957,9701,19,238,Grassland,0,-4.24
37.83495043369096,-107.67715595698704,2966,9729,1.8426833347843814,2956,9698,19,225,Forest,32,-5.41
37.835094907721526,-107.67744689190238,2996,9829,1.8614576569735106,2955,9695,8,266,Grassland,31,-2.68
37.83533039281342,-107.6776162751494,3026,9927,1.8801911465323449,2955,9695,13,152,Grassland,0,2.93
37.83558739350244,-107.67765545808237,3055,10022,1.898096444535851,2955,9695,29,260,Forest,0,1.01
37.835854557254876,-107.67758969071322,3085,10121,1.9169223323445563,2956,9698,18,263,Forest,0,-0.25
37.83612612782559,-107.67756893066021,3115,10221,1.9357412330724912,2956,9698,5,235,Forest,0,0.92
37.8363967580221,-107.67760584120637,3146,10320,1.9545691668672156,2957,9701,17,240,Forest,34,6.69
37.83664281796084,-107.67775138678883,3176,10419,1.9733548394996516,2958,9705,11,212,Forest,33,6.06
37.836894393217186,-107.67788033201165,3206,10518,1.9921280842236664,2960,9711,4,205,Forest,0,3.95
37.837163687742574,-107.67793129410576,3236,10618,2.0109622372620986,2961,9715,6,216,Crops,36,2.15
37.837431683304516,-107.67799713073242,3267,10718,2.029845313132379,2961,9715,10,239,Forest,39,1.06
37.83768165112122,-107.67811465112123,3296,10815,2.048289102961919,2962,9718,6,182,Forest,0,4.0
37.83792134345343,-107.67828105878033,3327,10915,2.0671973329908107,2964,9724,11,173,Grassland,0,10.54
37.8381881901998,-107.67833683067555,3357,11014,2.0859050323646846,2965,9728,33,258,Forest,31,0.67
37.8384618824268,-107.67834657516508,3387,11114,2.1048439680287303,2966,9731,10,220,Forest,31,-1.09
37.838734409250634,-107.67836775589815,3418,11213,2.1237302850748128,2966,9731,16,238,Forest,34,2.37
37.83897174436067,-107.6785205158863,3447,11311,2.1421460504097776,2968,9738,21,208,Forest,44,8.45
37.83917523694307,-107.67874849704063,3478,11410,2.1609402839878835,2969,9741,4,142,Forest,26,5.56
37.839346908434784,-107.67901662010436,3508,11509,2.1797957766290983,2971,9747,12,165,Forest,0,4.77
37.83956801181123,-107.67919335581803,3537,11605,2.1978819485961965,2972,9751,5,147,Forest,0,3.73
37.8398403146275,-107.67917883567154,3567,11704,2.21673398905806,2973,9754,3,222,Forest,0,-0.31
37.84011318920359,-107.67916806081121,3598,11804,2.235618059905524,2973,9754,13,263,Grassland,0,1.45
37.84038382308974,-107.67920569915097,3628,11904,2.2544505346574235,2975,9760,15,228,Forest,28,6.73
37.8406343623501,-107.679340582798,3658,12003,2.273281780933977,2976,9764,12,195,Forest,0,6.67
37.840862962314795,-107.67952872189943,3689,12103,2.292140514717974,2978,9770,9,203,Forest,29,4.39
37.84110501623821,-107.67968167960012,3719,12201,2.3108525470418164,2978,9770,11,183,Grassland,0,-1.5
37.84091397967098,-107.6795748975403,3742,12278,2.325296800950185,2978,9770,12,199,Forest,29,-3.75
37.84068763237005,-107.67938519535404,3772,12377,2.3440720653670226,2977,9767,10,191,Forest,0,-8.22
37.8404447244057,-107.67922969816163,3803,12476,2.36289917299873,2975,9760,16,220,Forest,28,-6.79
37.84017704466,-107.67916983457388,3833,12575,2.3817012918434064,2974,9757,15,257,Grassland,0,-1.38
37.83990388039402,-107.67917103201432,3863,12675,2.4005963390543306,2973,9754,3,239,Forest,0,-1.94
37.83963186325661,-107.67919529123172,3894,12775,2.4194585342748534,2972,9751,7,165,Forest,0,-1.98
37.83939220445726,-107.679073496453,3922,12869,2.4373211540322854,2972,9751,12,155,Forest,0,-3.39
37.839216595581554,-107.67880997540892,3953,12969,2.456156514127575,2970,9744,9,158,Forest,0,-7.19
37.839024097597765,-107.67856626458206,3983,13068,2.4749855490498582,2968,9738,17,198,Forest,26,-8.3
37.83879389609832,-107.67838073424589,4013,13168,2.4938605013176773,2967,9734,19,227,Forest,34,-2.72
37.83852228748478,-107.67834896607073,4044,13267,2.5127278094209062,2966,9731,6,211,Forest,31,3.09
37.83824860083372,-107.67833909632716,4074,13367,2.5316665530869473,2966,9731,32,261,Forest,31,-3.99
37.837980379198235,-107.67829676099062,4104,13466,2.550363185244065,2964,9724,16,183,Grassland,0,-6.6
37.83773355715077,-107.67815341891884,4135,13565,2.569146071421739,2963,9721,5,183,Forest,0,-5.83
37.837490086294515,-107.6780140027073,4164,13663,2.5876291234286337,2962,9718,9,232,Forest,39,-2.32
37.837222068771425,-107.67794828653396,4195,13762,2.6065124379598825,2961,9715,12,238,Crops,36,-1.12
37.8369522854802,-107.67789986024982,4225,13862,2.6253600862741293,2960,9711,3,206,Forest,0,-3.08
37.83669239427177,-107.67779234361161,4256,13962,2.6442720855079447,2959,9708,11,214,Forest,33,-6.62
37.836451165905444,-107.67762969954327,4286,14062,2.663176121339402,2957,9701,21,227,Forest,34,-3.56
37.836184020259125,-107.6775712897893,4316,14161,2.6819282137994476,2956,9698,6,235,Forest,0,-2.37
37.8359104155146,-107.67756162596952,4347,14261,2.7008609777082384,2956,9698,14,234,Forest,0,0.56
37.8356451200257,-107.6776364364356,4377,14360,2.719661198945874,2955,9695,27,276,Forest,0,-2.68
37.8353819499723,-107.67764921247922,4406,14456,2.737878202372192,2955,9695,13,287,Grassland,0,-1.19
37.835138870647356,-107.67749454210241,4436,14555,2.756695839592254,2955,9695,5,282,Grassland,31,3.71
37.83497484496472,-107.67722276597482,4467,14654,2.7753816544318166,2956,9698,22,218,Grassland,31,3.88
37.83483296793301,-107.67692728187667,4497,14754,2.79427290868987,2957,9701,23,227,Grassland,0,4.83
37.83469466506172,-107.67662980661197,4527,14853,2.8131306075454243,2958,9705,7,176,Forest,32,0.26
37.8345503803196,-107.67633597222994,4558,14953,2.8320323677735,2957,9701,10,156,Forest,32,-3.13
37.83445275499355,-107.67601437932903,4588,15053,2.850854062499027,2957,9701,9,147,Forest,0,-5.08
37.8343819544302,-107.67568025225242,4618,15152,2.86975298069301,2956,9698,17,203,Forest,43,0.04
37.834310028398534,-107.67534669952155,4649,15252,2.8886419681635003,2956,9698,12,201,Forest,33,1.21
37.834250731504966,-107.67501135943775,4679,15351,2.9074151762943057,2956,9698,7,209,Forest,31,-1.35
37.83417802424374,-107.67467772893066,4709,15451,2.9263225958959582,2956,9698,17,204,Forest,0,-1.35
37.83411008783618,-107.67434375505803,4740,15550,2.9451631076528986,2957,9701,26,211,Forest,0,8.92
37.834058913733216,-107.67400485242013,4770,15650,2.964012790336972,2959,9708,5,275,Forest,0,8.63
37.83403648347515,-107.67366266099395,4800,15749,2.9827710798925606,2960,9711,15,245,Grassland,0,2.63
37.8339776180781,-107.67332555394908,4831,15849,3.001632097740742,2960,9711,5,169,Grassland,0,-1.61
37.833970995046116,-107.67298072540157,4861,15948,3.0204757686997374,2961,9715,22,187,Grassland,0,-0.46
37.83393565689442,-107.67263880537274,4891,16048,3.039314237560203,2961,9715,17,199,Grassland,0,3.86
37.83382342500371,-107.672327047149,4921,16146,3.058031549236464,2962,9718,18,230,Forest,35,4.48
37.833616450953436,-107.67210404141156,4952,16246,3.0768301197917336,2963,9721,14,253,Forest,33,3.71
37.8333945250045,-107.67191068333635,4982,16344,3.095464187767553,2964,9724,4,256,Forest,30,1.6
37.833136421461035,-107.67180091734308,5012,16444,3.1142975411935407,2964,9724,4,202,Forest,27,-0.41
37.83287027064953,-107.67172748835297,5042,16543,3.133139336109586,2964,9724,12,240,Forest,25,-1.45
37.83261636306577,-107.67161629742503,5072,16641,3.151723101442962,2964,9724,14,236,Forest,29,-3.57
37.83235644105139,-107.67150833420516,5103,16741,3.170644824221816,2963,9721,14,222,Forest,31,-4.24
37.83209261740957,-107.67141824585977,5133,16841,3.1895456957012893,2962,9718,11,208,Forest,0,-4.42
37.831841564890425,-107.6712873765936,5163,16940,3.2083253674451955,2960,9711,10,211,Forest,26,-6.83
37.83158608279448,-107.67116759565901,5194,17039,3.227169902212059,2958,9705,16,218,Forest,0,-8.42
37.83131562202926,-107.67112364986795,5224,17139,3.246031259517385,2956,9698,30,244,Forest,24,-7.13
37.83105344426151,-107.67103008843333,5254,17239,3.264872841364538,2954,9692,11,228,Forest,34,-5.39
37.830784625823966,-107.67096455857137,5285,17339,3.283808680534674,2952,9685,8,213,Forest,35,-8.5
37.830530228631964,-107.67084075453499,5315,17438,3.3026606296434338,2949,9675,17,205,Forest,0,-9.24
37.830261254549924,-107.67077927797999,5346,17538,3.3215664523527937,2947,9669,18,254,Forest,0,-4.83
37.82999166684486,-107.67072394815212,5376,17638,3.3404574127102835,2945,9662,5,187,Forest,0,-6.33
37.8297240422221,-107.67066346863794,5406,17737,3.359261741049748,2943,9656,10,179,Forest,24,-9.03
37.829456345418535,-107.6705991688169,5437,17836,3.3781087719310774,2941,9649,7,153,Forest,35,-7.35
37.82920980615489,-107.67045552621286,5467,17936,3.396881116046212,2938,9639,6,145,Forest,44,-7.84
37.82897305099172,-107.67028404172049,5497,18035,3.4157481621041357,2936,9633,12,164,Forest,42,-8.4
37.82875154620884,-107.67009741574141,5527,18132,3.4341523292488922,2934,9626,8,124,Forest,31,-7.67
37.82858417253229,-107.6698238091781,5557,18232,3.453059635801053,2931,9616,4,131,Forest,0,-9.7
37.82836297922425,-107.66962266456011,5587,18332,3.471897351246546,2928,9606,10,185,Forest,0,-9.59
37.82816168844053,-107.66938848673374,5618,18431,3.4908064185396657,2926,9600,13,203,Forest,28,-5.04
37.8279224701121,-107.66923314198493,5648,18530,3.5094029748406785,2925,9596,14,249,Forest,36,-2.95
37.827658067302735,-107.66915564166524,5678,18629,3.528175627087083,2924,9593,3,185,Grassland,0,-1.58
37.827395151730684,-107.66906159208331,5708,18729,3.5470736372549116,2922,9587,21,236,Grassland,0,-4.01
37.827146335326,-107.66892522355067,5739,18828,3.565827873373165,2921,9583,15,177,Forest,30,-8.36
37.82691892690993,-107.66873571738107,5769,18927,3.584659561276254,2919,9577,10,156,Forest,0,-7.59
37.826709778048595,-107.66851250526594,5799,19027,3.603580949019037,2916,9567,6,128,Forest,0,-12.11
37.82648851971051,-107.66830912530945,5830,19127,3.6224939755335885,2911,9551,19,168,Forest,0,-19.32
37.82629524299282,-107.66806582387164,5860,19226,3.6413469838786354,2907,9537,28,211,Forest,0,-11.14
37.826111813854475,-107.6678091267802,5891,19326,3.6602594514642486,2904,9528,19,202,Forest,31,-9.54
37.825885623702206,-107.66761807859938,5921,19426,3.679067514401981,2901,9518,17,218,Grassland,0,-6.34
37.8256400942932,-107.6674683561106,5951,19525,3.6979183418468526,2899,9511,11,219,Grassland,0,-5.77
37.825391121614196,-107.6673357202875,5981,19624,3.716602526863828,2898,9508,16,232,Grassland,0,-3.19
37.82516073605923,-107.66715110405067,6012,19723,3.7354624674286168,2897,9505,16,229,Forest,27,-0.78
37.82492924784989,-107.66696701488057,6042,19823,3.7543715814992784,2895,9498,19,230,Grassland,0,-5.3
37.824686434320995,-107.66681031866109,6072,19923,3.7732233399114574,2895,9498,17,220,Forest,25,-0.24
37.82446237844484,-107.6666118637781,6103,20023,3.79213793506373,2894,9495,30,234,Grassland,0,-0.87
37.82423659414553,-107.6664188856364,6133,20122,3.81098158068476,2895,9498,33,237,Forest,35,3.54
37.82400447659654,-107.66623656505912,6164,20222,3.829876515394049,2895,9498,34,235,Forest,32,2.99
37.82378100745042,-107.66604155548698,6194,20321,3.848650457057159,2895,9498,35,231,Forest,0,-2.64
37.82353247774111,-107.66589971338931,6224,20420,3.86750756800015,2896,9501,34,246,Grassland,0,5.15
37.82328490271881,-107.66575890271879,6254,20520,3.886281342677372,2898,9508,35,254,Developed,0,14.78
37.823103570275535,-107.66550357012035,6285,20619,3.90504174025353,2900,9514,6,209,Developed,0,4.81
37.82291033816948,-107.66525930776358,6315,20718,3.9239300515670097,2901,9518,17,208,Developed,0,-0.47
37.82274658167668,-107.66498224196077,6345,20818,3.9428371325327456,2902,9521,17,212,Forest,0,-2.21
37.82255309589993,-107.66474291067739,6376,20917,3.9615486349027083,2902,9521,20,220,Forest,0,0.96
37.82234412016528,-107.66452147339152,6406,21017,3.980398943913561,2902,9521,7,228,Developed,0,-1.79
37.82210692783612,-107.66435753874356,6436,21115,3.999091533817825,2901,9518,11,201,Developed,0,-0.5
37.8218764332576,-107.66417296279789,6466,21215,4.017956909885593,2901,9518,10,202,Developed,0,-1.47
37.82166887893671,-107.66394890647277,6497,21314,4.036824538337194,2901,9518,10,183,Developed,0,-2.09
37.82148072193842,-107.66369710684572,6527,21414,4.055763302976536,2900,9514,9,201,Developed,0,0.18
37.82127687544781,-107.66346725752463,6558,21514,4.0746455929128365,2900,9514,6,187,Developed,0,-1.95
37.82107760587326,-107.66323042187555,6588,21614,4.093551889842993,2899,9511,4,154,Developed,0,-4.19
37.82090003174171,-107.66296908979146,6618,21713,4.112387086197644,2898,9508,5,160,Developed,0,-4.16
37.82075374581496,-107.6626768791906,6649,21813,4.131289837259638,2897,9505,7,111,Developed,0,-6.98
37.82066484414102,-107.66235112139866,6679,21913,4.150121608968623,2894,9495,7,139,Developed,0,-10.03
37.82064939757266,-107.66200672379455,6709,22012,4.168969871293868,2893,9491,26,176,Developed,0,-2.06
37.820591423719165,-107.66167627115749,6739,22110,4.187465822209638,2892,9488,16,208,Grassland,0,-0.2
37.820453445240716,-107.66137893091128,6769,22209,4.206308491308484,2891,9485,5,114,Grassland,0,-6.76
37.8202813946742,-107.66111046559755,6800,22309,4.225197938038557,2888,9475,15,161,Grassland,0,-9.68
37.82008595439534,-107.66087012442655,6830,22409,4.244045087373442,2887,9472,17,220,Developed,0,-3.95
37.81986028128192,-107.66067694171545,6860,22508,4.2628889684311755,2885,9465,7,165,Developed,28,-3.72
37.81962743927867,-107.66049498524798,6891,22608,4.281816355130861,2884,9462,10,149,Developed,25,-6.13
37.819417140912286,-107.66028436740082,6921,22706,4.300364733710005,2882,9455,8,149,Developed,0,-8.0
37.8192976252091,-107.65997567492435,6951,22805,4.319149013795668,2880,9449,6,137,Developed,0,-7.52
37.819171272015296,-107.6596704891451,6981,22905,4.337976291699284,2877,9439,15,168,Developed,0,-9.61
37.819018483008804,-107.65938367001434,7012,23004,4.356878957085641,2875,9432,9,200,Developed,0,-5.19
37.818821077802106,-107.65914404826162,7042,23104,4.375796760203288,2873,9426,4,172,Developed,0,-4.09
37.81861007302943,-107.6589249141202,7073,23204,4.394675228444724,2872,9423,4,137,Grassland,0,-5.07
37.81844571231467,-107.65865283832372,7103,23303,4.41339076866035,2870,9416,7,129,Developed,0,-9.01
37.818256507961436,-107.65841679411479,7132,23400,4.431765627056446,2867,9406,9,172,Developed,0,-13.98
37.81809031393492,-107.65856427078529,7155,23474,4.445804510617255,2864,9396,4,291,Developed,0,-9.11
37.818035381085586,-107.65890258793323,7185,23574,4.464677342038966,2862,9390,4,240,Developed,0,-8.51
37.817956926835315,-107.65923002002289,7215,23672,4.483373831753462,2859,9380,6,222,Developed,0,-8.91
37.81779404578468,-107.65950782846951,7246,23772,4.502278081835718,2856,9370,6,227,Grassland,0,-10.85
37.81762772986717,-107.65978195955105,7276,23872,4.521165157680377,2853,9360,7,192,Developed,0,-9.69
37.817420975470256,-107.66000650208709,7306,23971,4.5400084647257,2851,9354,5,199,Developed,0,-4.45
37.81719491971401,-107.66020097063993,7337,24071,4.558913893156137,2850,9350,1,174,Developed,0,-0.6
37.81696077747507,-107.6603792129771,7367,24171,4.57781266865684,2849,9347,2,119,Developed,0,-0.58
37.81674179332738,-107.66058680985222,7398,24271,4.596736715858883,2849,9347,2,156,Developed,0,-0.38
37.81653078566073,-107.66080365535635,7428,24370,4.615536481227233,2848,9344,1,118,Developed,0,0.18
37.816528,-107.66058910947382,7447,24432,4.627261550403331,2848,9344,1,146,Developed,0,-1.86
37.81659888983589,-107.66025804199536,7477,24531,4.646004920746044,2848,9344,2,128,Developed,0,-0.83
37.816649,-107.65991905100205,7507,24630,4.664849974040701,2847,9341,1,200,Developed,0,-2.49
37.8165919761522,-107.65959289740687,7537,24727,4.68310331229741,2847,9341,3,150,Developed,0,-1.26
37.81645649256315,-107.65929723884474,7567,24825,4.701780379243933,2846,9337,1,156,Developed,0,-2.32
37.816324285703274,-107.65899542457718,7597,24925,4.7206382350255005,2845,9334,1,105,Developed,0,-3.11
37.816172324055735,-107.65870915697498,7627,25025,4.739484443194148,2845,9334,1,125,Developed,0,-1.25
37.8160096081668,-107.65843457778261,7658,25124,4.758240728284723,2844,9331,0,173,Developed,0,-2.56
37.81584895900978,-107.65815595849404,7688,25223,4.777089471843322,2843,9327,3,133,Developed,0,-3.0
37.81568780436088,-107.65787760649684,7718,25323,4.7959470941149025,2843,9327,1,140,Developed,0,-2.93
37.81552645954274,-107.65760122392035,7749,25422,4.814725863642795,2842,9324,1,163,Developed,0,-3.3
37.81538744856445,-107.65730564307658,7779,25521,4.833523092898022,2841,9321,1,152,Developed,0,-1.62
37.81526494620749,-107.6570193567786,7807,25615,4.851314436857321,2841,9321,1,160,Developed,0,-0.26
37.81549748343838,-107.65684351656162,7838,25714,4.870050620980815,2841,9321,1,201,Developed,0,2.39
37.815685693795466,-107.6566071627936,7867,25811,4.888388821147779,2841,9321,0,188,Developed,0,1.55
37.81587642448949,-107.6563786950913,7896,25907,4.906552327291036,2841,9321,1,208,Developed,0,0.66
37.81604932682335,-107.65611227541702,7927,26006,4.925393121522308,2842,9324,1,186,Developed,0,1.48
37.816164577166965,-107.65579953303397,7957,26106,4.944250427057686,2842,9324,1,198,Grassland,0,1.48
